artist_key,artist_name,platform,canonical_url,evidence_sources,evidence_url,confidence,status,discovery_date,verification_date
"hupe","$HUPE","instagram","https://www.instagram.com/elshupee","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCSWOKeFomDMZp3pwnbDaP1A/about","95","verified","2026-08-16","2026-08-16"
"hupe","$HUPE","tiktok","https://www.tiktok.com/@el_shupee","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCSWOKeFomDMZp3pwnbDaP1A/about","95","verified","2026-08-16","2026-08-16"
"3ballmty","3BallMTY","facebook","https://www.facebook.com/3BallMTY","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuybD64rCWFS0JApLGL2RVQ/about","95","verified","2026-08-16","2026-08-16"
"3ballmty","3BallMTY","instagram","https://www.instagram.com/3ballmtyoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuybD64rCWFS0JApLGL2RVQ/about","95","verified","2026-08-16","2026-08-16"
"3ballmty","3BallMTY","tiktok","https://www.tiktok.com/@3ballmtyoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuybD64rCWFS0JApLGL2RVQ/about","95","verified","2026-08-16","2026-08-16"
"3ballmty","3BallMTY","twitter","https://x.com/3ballmty","verified_musicbrainz_mapping+wikidata_social_identifier","http://www.wikidata.org/entity/Q4636221","95","verified","2026-08-16","2026-08-16"
"3ballmty","3BallMTY","twitter","https://twitter.com/3ballmty","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuybD64rCWFS0JApLGL2RVQ/about","95","verified","2026-08-16","2026-08-16"
"aaron y su grupo ilusion","Aaron Y Su Grupo Ilusion","facebook","https://www.facebook.com/aaronysugrupoilusion.oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCfxz6M7aqMV_GBXD8bOIoqQ/about","95","verified","2026-08-16","2026-08-16"
"aaron y su grupo ilusion","Aaron Y Su Grupo Ilusion","instagram","https://www.instagram.com/aaronysugrupoilusion.oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCfxz6M7aqMV_GBXD8bOIoqQ/about","95","verified","2026-08-16","2026-08-16"
"abraham vazquez","Abraham Vazquez","facebook","https://www.facebook.com/abrahvzqz9","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCytg7C1HZmYSUuqa_vZdB6g/about","95","verified","2026-08-16","2026-08-16"
"abraham vazquez","Abraham Vazquez","instagram","https://instagram.com/abrahvzqz","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCytg7C1HZmYSUuqa_vZdB6g/about","95","verified","2026-08-16","2026-08-16"
"adan romero","Adan Romero","facebook","https://www.facebook.com/AdanRomeroOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCmX42NyGOf_DZpuEMfdp5dw/about","95","verified","2026-08-16","2026-08-16"
"adan romero","Adan Romero","instagram","https://www.instagram.com/adanromerouno","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCmX42NyGOf_DZpuEMfdp5dw/about","95","verified","2026-08-16","2026-08-16"
"adan romero","Adan Romero","tiktok","https://www.tiktok.com/@adanromerooficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCmX42NyGOf_DZpuEMfdp5dw/about","95","verified","2026-08-16","2026-08-16"
"adrian l santos","Adrian L Santos","facebook","https://www.facebook.com/AdrianLSantos03","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCrHXzEmRE8yX_JLyd6C6Vlg/about","95","verified","2026-08-16","2026-08-16"
"adrian l santos","Adrian L Santos","instagram","https://www.instagram.com/adrianlsantos_oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCrHXzEmRE8yX_JLyd6C6Vlg/about","95","verified","2026-08-16","2026-08-16"
"adriel favela","Adriel Favela","facebook","https://www.facebook.com/AdrielFavelaMusica","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UClOeS4eR_7JnrYjiG-eqrTA/about","95","verified","2026-08-16","2026-08-16"
"adriel favela","Adriel Favela","instagram","https://www.instagram.com/adrielfavela","verified_spotify_mapping+wikidata_social_identifier+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q124004759 | https://www.youtube.com/channel/UClOeS4eR_7JnrYjiG-eqrTA/about","95","verified","2026-08-16","2026-08-16"
"adriel favela","Adriel Favela","tiktok","https://www.tiktok.com/@adrielfavela","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UClOeS4eR_7JnrYjiG-eqrTA/about","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","facebook","https://www.facebook.com/AidaCuevasOficial","verified_musicbrainz_mapping+wikidata_social_identifier","http://www.wikidata.org/entity/Q2827769","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","facebook","http://www.facebook.com/AidaCuevasOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCSYYISFhfQ8loZ9Nj4-qqSQ/about","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","instagram","https://www.instagram.com/aidacuevasoficial","verified_musicbrainz_mapping+wikidata_social_identifier","http://www.wikidata.org/entity/Q2827769","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","instagram","http://www.instagram.com/AidaCuevasOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCSYYISFhfQ8loZ9Nj4-qqSQ/about","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","twitter","https://x.com/AidaCuevas","verified_musicbrainz_mapping+wikidata_social_identifier","http://www.wikidata.org/entity/Q2827769","95","verified","2026-08-16","2026-08-16"
"aida cuevas","Aida Cuevas","twitter","http://www.twitter.com/AidaCuevas","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCSYYISFhfQ8loZ9Nj4-qqSQ/about","95","verified","2026-08-16","2026-08-16"
"alacranes musical","Alacranes Musical","facebook","https://www.facebook.com/alacranesmusical","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCFY1ki-iBjcdt70zL7yh_ZQ/about","95","verified","2026-08-16","2026-08-16"
"alacranes musical","Alacranes Musical","instagram","https://www.instagram.com/alacranesmusical","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCFY1ki-iBjcdt70zL7yh_ZQ/about","95","verified","2026-08-16","2026-08-16"
"alamenos de la sierra","Alameños de la Sierra","facebook","https://www.facebook.com/140209022727969","verified_spotify_mapping+wikidata_social_identifier+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q101440425","95","verified","2026-08-16","2026-08-16"
"alamenos de la sierra","Alameños de la Sierra","facebook","https://www.facebook.com/fernandoalamenosdelasierra","verified_spotify_mapping+wikidata_social_identifier+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q101440425","95","verified","2026-08-16","2026-08-16"
"alamenos de la sierra","Alameños de la Sierra","instagram","https://www.instagram.com/alamenos_delasierra","verified_spotify_mapping+wikidata_social_identifier+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q101440425","95","verified","2026-08-16","2026-08-16"
"alan arrieta","Alan Arrieta","instagram","https://www.instagram.com/alan.arrieeta","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC3XhGWhQOb6FDhOu6NsSm4Q/about","95","verified","2026-08-16","2026-08-16"
"alan arrieta","Alan Arrieta","tiktok","https://www.tiktok.com/@alan.arrieeta","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC3XhGWhQOb6FDhOu6NsSm4Q/about","95","verified","2026-08-16","2026-08-16"
"alejandra guzman","Alejandra Guzman","instagram","https://www.instagram.com/laguzmanmx","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q470152 | https://www.youtube.com/channel/UCuHEt7VkfYYY0_ucAuMJ3dg/about","95","verified","2026-08-16","2026-08-16"
"alejandra guzman","Alejandra Guzman","tiktok","https://www.tiktok.com/@laguzmanoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuHEt7VkfYYY0_ucAuMJ3dg/about","95","verified","2026-08-16","2026-08-16"
"alejandra guzman","Alejandra Guzman","twitter","https://x.com/Al3jandraGuzman","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping","http://www.wikidata.org/entity/Q470152","95","verified","2026-08-16","2026-08-16"
"alejandra guzman","Alejandra Guzman","twitter","https://twitter.com/Al3jandraGuzman","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCuHEt7VkfYYY0_ucAuMJ3dg/about","95","verified","2026-08-16","2026-08-16"
"alejandro fernandez","Alejandro Fernandez","facebook","https://www.facebook.com/alejandrofernandezoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC0K-1_31jfkcA4Nd294gMyA/about","95","verified","2026-08-16","2026-08-16"
"alejandro fernandez","Alejandro Fernandez","instagram","https://www.instagram.com/alexoficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q553528 | https://www.youtube.com/channel/UC0K-1_31jfkcA4Nd294gMyA/about","95","verified","2026-08-16","2026-08-16"
"alejandro fernandez","Alejandro Fernandez","twitter","https://x.com/alexoficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q553528","95","verified","2026-08-16","2026-08-16"
"alejandro fernandez","Alejandro Fernandez","twitter","https://twitter.com/alexoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC0K-1_31jfkcA4Nd294gMyA/about","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","facebook","https://www.facebook.com/syntekoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC2cqFcxsekgYM5miDSI0O5Q/about","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","instagram","https://www.instagram.com/syntekoficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q2832483 | https://www.youtube.com/channel/UC2cqFcxsekgYM5miDSI0O5Q/about","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","tiktok","https://www.tiktok.com/@syntekoficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q2832483","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","tiktok","https://www.tiktok.com/@alekssyntek.oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC2cqFcxsekgYM5miDSI0O5Q/about","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","twitter","https://x.com/syntekoficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q2832483","95","verified","2026-08-16","2026-08-16"
"aleks syntek","Aleks Syntek","twitter","https://twitter.com/alekssyntek_ofi","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC2cqFcxsekgYM5miDSI0O5Q/about","95","verified","2026-08-16","2026-08-16"
"alex favela","Alex Favela","facebook","https://www.facebook.com/AlexFavelaMusica","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC49yOBv2nK5nEZNpPaxuPmQ/about","95","verified","2026-08-16","2026-08-16"
"alex favela","Alex Favela","instagram","https://www.instagram.com/alexfavela.music","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC49yOBv2nK5nEZNpPaxuPmQ/about","95","verified","2026-08-16","2026-08-16"
"alex favela","Alex Favela","tiktok","https://www.tiktok.com/@alexfavela.music","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC49yOBv2nK5nEZNpPaxuPmQ/about","95","verified","2026-08-16","2026-08-16"
"alex torres","Alex Torres","facebook","https://www.facebook.com/alextorres26banda","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCJAmG46RSrp_R-RqSiA0Vig/about","95","verified","2026-08-16","2026-08-16"
"alex torres","Alex Torres","instagram","https://www.instagram.com/alextorres_mx","verified_spotify_mapping+wikidata_social_identifier+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q138415586 | https://www.youtube.com/channel/UCJAmG46RSrp_R-RqSiA0Vig/about","95","verified","2026-08-16","2026-08-16"
"alex torres","Alex Torres","tiktok","https://www.tiktok.com/@alextorres_mx1","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCJAmG46RSrp_R-RqSiA0Vig/about","95","verified","2026-08-16","2026-08-16"
"alfonso munoz","Alfonso Muñoz","instagram","https://www.instagram.com/alfonsomunozoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCmGBMW1YacsJPwy8uPZ1xFA/about","95","verified","2026-08-16","2026-08-16"
"alfonso munoz","Alfonso Muñoz","tiktok","https://www.tiktok.com/@alfonsomunoz26","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCmGBMW1YacsJPwy8uPZ1xFA/about","95","verified","2026-08-16","2026-08-16"
"alfredo olivas","Alfredo Olivas","facebook","https://www.facebook.com/AlfredoOlivasMusica","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1bZ17RdXYpjsgDKWxaYCYA/about","95","verified","2026-08-16","2026-08-16"
"alfredo olivas","Alfredo Olivas","instagram","https://www.instagram.com/alfredoolivasofficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q20714558","95","verified","2026-08-16","2026-08-16"
"alfredo olivas","Alfredo Olivas","instagram","http://www.instagram.com/AlfredoOlivasOfficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1bZ17RdXYpjsgDKWxaYCYA/about","95","verified","2026-08-16","2026-08-16"
"alfredo olivas","Alfredo Olivas","tiktok","https://www.tiktok.com/@alfredoolivasofficial_","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1bZ17RdXYpjsgDKWxaYCYA/about","95","verified","2026-08-16","2026-08-16"
"alfredo olivas","Alfredo Olivas","twitter","https://x.com/alfredoolivas_","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q20714558","95","verified","2026-08-16","2026-08-16"
"alicia villarreal","Alicia Villarreal","facebook","https://www.facebook.com/Alicia-Villarreal-46833245475","verified_musicbrainz_mapping+wikidata_social_identifier","http://www.wikidata.org/entity/Q3874404","95","verified","2026-08-16","2026-08-16"
"alicia villarreal","Alicia Villarreal","facebook","https://www.facebook.com/LaVillarrealMx","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCDZpnge1SjsTcNqXorqdLgA/about","95","verified","2026-08-16","2026-08-16"
"alicia villarreal","Alicia Villarreal","instagram","https://www.instagram.com/lavillarrealmx","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCDZpnge1SjsTcNqXorqdLgA/about","95","verified","2026-08-16","2026-08-16"
"alicia villarreal","Alicia Villarreal","tiktok","https://www.tiktok.com/@aliciavillarrealmx","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCDZpnge1SjsTcNqXorqdLgA/about","95","verified","2026-08-16","2026-08-16"
"alicia villarreal","Alicia Villarreal","twitter","https://twitter.com/LaVillarrealMx","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCDZpnge1SjsTcNqXorqdLgA/about","95","verified","2026-08-16","2026-08-16"
"alto linaje","Alto Linaje","facebook","https://www.facebook.com/AltoLinaje37","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCK7OwkCnk7U6zoNMxcvrnhA/about","95","verified","2026-08-16","2026-08-16"
"alto linaje","Alto Linaje","instagram","https://www.instagram.com/alto_linaje","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCK7OwkCnk7U6zoNMxcvrnhA/about","95","verified","2026-08-16","2026-08-16"
"alto linaje","Alto Linaje","tiktok","https://www.tiktok.com/@altolinajeoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCK7OwkCnk7U6zoNMxcvrnhA/about","95","verified","2026-08-16","2026-08-16"
"alto linaje","Alto Linaje","twitter","https://twitter.com/alto_linajee","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCK7OwkCnk7U6zoNMxcvrnhA/about","95","verified","2026-08-16","2026-08-16"
"ana barbara","Ana Bárbara","facebook","https://www.facebook.com/AnaBarbaraOfficialFB","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q4750330","95","verified","2026-08-16","2026-08-16"
"ana barbara","Ana Bárbara","facebook","https://www.facebook.com/AnaBarbaraMusic","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC2EftTAOzjdCXRoEPOkWh5g/about","95","verified","2026-08-16","2026-08-16"
"ana barbara","Ana Bárbara","instagram","https://www.instagram.com/anabarbaramusic","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q4750330 | https://www.youtube.com/channel/UC2EftTAOzjdCXRoEPOkWh5g/about","95","verified","2026-08-16","2026-08-16"
"ana barbara","Ana Bárbara","tiktok","https://www.tiktok.com/@anabarbaraoficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC2EftTAOzjdCXRoEPOkWh5g/about","95","verified","2026-08-16","2026-08-16"
"ana barbara","Ana Bárbara","twitter","https://x.com/anabarbaramusic","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q4750330 | https://www.youtube.com/channel/UC2EftTAOzjdCXRoEPOkWh5g/about","95","verified","2026-08-16","2026-08-16"
"ana gabriel","Ana Gabriel","facebook","https://www.facebook.com/AnaGabrielOfficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCs1eKCRvdr0FefP8rHax2aw/about","95","verified","2026-08-16","2026-08-16"
"ana gabriel","Ana Gabriel","instagram","https://www.instagram.com/anagabrieloficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q3898000 | https://www.youtube.com/channel/UCs1eKCRvdr0FefP8rHax2aw/about","95","verified","2026-08-16","2026-08-16"
"ana gabriel","Ana Gabriel","twitter","https://x.com/ANAGABRIELRL","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping","http://www.wikidata.org/entity/Q3898000","95","verified","2026-08-16","2026-08-16"
"ana gabriel","Ana Gabriel","twitter","https://twitter.com/ANAGABRIELRL","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCs1eKCRvdr0FefP8rHax2aw/about","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","facebook","https://www.facebook.com/AnahiMusic","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q169461","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","facebook","http://www.facebook.com/anahimusic","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCpPhbXeFOb32k82-f-Qt7rQ/about","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","instagram","https://www.instagram.com/anahi","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q169461","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","instagram","https://instagram.com/anahiofficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCpPhbXeFOb32k82-f-Qt7rQ/about","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","tiktok","https://www.tiktok.com/@estanahi","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCpPhbXeFOb32k82-f-Qt7rQ/about","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","twitter","https://x.com/Anahi","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q169461","95","verified","2026-08-16","2026-08-16"
"anahi","Anahí","twitter","http://www.twitter.com/anahi","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCpPhbXeFOb32k82-f-Qt7rQ/about","95","verified","2026-08-16","2026-08-16"
"angel almaguer","Angel Almaguer","instagram","https://www.instagram.com/angelalmaguerx","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCGIfm1rvGN8TEmMM7y05dLw/about","95","verified","2026-08-16","2026-08-16"
"angel tumbado","Angel Tumbado","instagram","https://www.instagram.com/oficialangeltumbado","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCm0rkQxVYLMyxdMNU8D6RCg/about","95","verified","2026-08-16","2026-08-16"
"angel tumbado","Angel Tumbado","tiktok","https://www.tiktok.com/@angeltumbado_","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCm0rkQxVYLMyxdMNU8D6RCg/about","95","verified","2026-08-16","2026-08-16"
"angel tumbado","Angel Tumbado","twitter","https://x.com/AymTumbado","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCm0rkQxVYLMyxdMNU8D6RCg/about","95","verified","2026-08-16","2026-08-16"
"angela aguilar","Angela Aguilar","facebook","https://www.facebook.com/AngelaAguilarOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCugX5B6n1jtQq2ihzhRk-Ag/about","95","verified","2026-08-16","2026-08-16"
"angela aguilar","Angela Aguilar","instagram","https://www.instagram.com/angela_aguilar_","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q56162397 | https://www.youtube.com/channel/UCugX5B6n1jtQq2ihzhRk-Ag/about","95","verified","2026-08-16","2026-08-16"
"angela aguilar","Angela Aguilar","twitter","https://x.com/angelaaguilar__","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_identity_mapping","http://www.wikidata.org/entity/Q56162397","95","verified","2026-08-16","2026-08-16"
"angela aguilar","Angela Aguilar","twitter","https://twitter.com/AngelaAguilar__","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCugX5B6n1jtQq2ihzhRk-Ag/about","95","verified","2026-08-16","2026-08-16"
"ariel camacho","Ariel Camacho","facebook","http://facebook.com/ArielCamachoOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCRrbmoS1aMxwMSYI6s9UWAQ/about","95","verified","2026-08-16","2026-08-16"
"ariel camacho","Ariel Camacho","instagram","https://www.instagram.com/ArielCamacho_Oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCRrbmoS1aMxwMSYI6s9UWAQ/about","95","verified","2026-08-16","2026-08-16"
"arley perez","Arley Perez","facebook","https://www.facebook.com/ArleyPerez01","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UChPwA-9Um6Vb6h8sguJdO5w/about","95","verified","2026-08-16","2026-08-16"
"arley perez","Arley Perez","instagram","https://www.instagram.com/ArleyPerezOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UChPwA-9Um6Vb6h8sguJdO5w/about","95","verified","2026-08-16","2026-08-16"
"arley perez","Arley Perez","tiktok","https://www.tiktok.com/@ArleyPerezOficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UChPwA-9Um6Vb6h8sguJdO5w/about","95","verified","2026-08-16","2026-08-16"
"armenta","Armenta","instagram","https://www.instagram.com/imarmenta","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC8CvnWIRrDCNu479N5U9BKg/about","95","verified","2026-08-16","2026-08-16"
"banda arkangel r 15","Banda Arkangel R-15","facebook","https://www.facebook.com/BandaArkangelR15","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCQK-MBBw99wpNSdDq60tOWg/about","95","verified","2026-08-16","2026-08-16"
"banda arkangel r 15","Banda Arkangel R-15","instagram","https://www.instagram.com/bandaarkangelr15oficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCQK-MBBw99wpNSdDq60tOWg/about","95","verified","2026-08-16","2026-08-16"
"banda arkangel r 15","Banda Arkangel R-15","instagram","https://www.instagram.com/lunamusic_events","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCQK-MBBw99wpNSdDq60tOWg/about","95","verified","2026-08-16","2026-08-16"
"banda arkangel r 15","Banda Arkangel R-15","tiktok","https://www.tiktok.com/@bandaarkangelr15oficial_","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCQK-MBBw99wpNSdDq60tOWg/about","95","verified","2026-08-16","2026-08-16"
"banda carnaval","Banda Carnaval","facebook","https://www.facebook.com/BandaCarnavalOfficial","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCKrEo5CpSJsailZ21nDVEuA/about","95","verified","2026-08-16","2026-08-16"
"banda carnaval","Banda Carnaval","instagram","https://www.instagram.com/bandacarnavaloficial","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping+verified_youtube_channel+channel_about_external_link","http://www.wikidata.org/entity/Q20683863 | https://www.youtube.com/channel/UCKrEo5CpSJsailZ21nDVEuA/about","95","verified","2026-08-16","2026-08-16"
"banda carnaval","Banda Carnaval","twitter","https://x.com/_bandacarnaval","verified_musicbrainz_mapping+wikidata_social_identifier+verified_spotify_mapping","http://www.wikidata.org/entity/Q20683863","95","verified","2026-08-16","2026-08-16"
"banda clave nueva","Banda Clave Nueva","facebook","https://www.facebook.com/bandaclavenueva","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1LrNYSTEVnoJ1t1Tzbe7Wg/about","95","verified","2026-08-16","2026-08-16"
"banda clave nueva","Banda Clave Nueva","instagram","https://www.instagram.com/bandaclavenueva","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1LrNYSTEVnoJ1t1Tzbe7Wg/about","95","verified","2026-08-16","2026-08-16"
"banda clave nueva","Banda Clave Nueva","tiktok","https://www.tiktok.com/@bandaclavenueva","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC1LrNYSTEVnoJ1t1Tzbe7Wg/about","95","verified","2026-08-16","2026-08-16"
"banda corona del rey","Banda Corona Del Rey","facebook","http://www.facebook.com/BandaLaCoronaDelRey","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCXODv2VigE4rp613RWu7x1w/about","95","verified","2026-08-16","2026-08-16"
"banda corona del rey","Banda Corona Del Rey","instagram","http://www.instagram.com/BandaCoronaDelRey","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCXODv2VigE4rp613RWu7x1w/about","95","verified","2026-08-16","2026-08-16"
"banda corona del rey","Banda Corona Del Rey","twitter","https://twitter.com/CoronaDelReymzt","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UCXODv2VigE4rp613RWu7x1w/about","95","verified","2026-08-16","2026-08-16"
"banda cuisillos","Banda Cuisillos","facebook","https://www.facebook.com/OficialCuisillos","verified_youtube_channel+channel_about_external_link","https://www.youtube.com/channel/UC60686eMrh5xwpHEe-d-pFg/about","95","verified","2026-08-16","2026-08-16"
